Type of Travel,Home and Work Filter,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Trip Duration (sec),Avg All Trip Duration (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
Personal,Visitors,Trip End,7,Orem Public Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),21,1475,1475,3.1,3.1
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),29,1770,1823,4.9,5.3
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,4468,4468,0.9,0.9
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),0,586,586,0.7,0.7
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),15,1841,1910,4.6,4.9
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),10,1679,1722,6.4,7.0
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),3,1390,1390,2.6,2.6
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),38,1627,1707,3.8,4.4
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),0,5840,5840,1.3,1.3
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),0,586,586,0.7,0.7
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),17,1594,1731,1.8,2.7
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),16,1693,1740,6.7,7.3
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),4,1197,1197,1.5,1.5
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),12,2559,2559,9.2,9.2
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),10,2962,2962,10.7,10.7
Personal,Visitors,Trip End,8,Payson City Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,1079,1079,3.5,3.5
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),27,1581,1652,7.5,7.8
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),1,1350,1350,2.7,2.7
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),8,1402,1522,5.3,5.6
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),10,1711,1799,7.1,7.7
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),7,1649,1649,11.3,11.3
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),33,1381,1485,4.5,5.0
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),1,1556,1556,3.1,3.1
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),9,1436,1632,4.8,5.3
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),14,1541,1652,5.5,6.3
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),8,1029,1029,2.7,2.7
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),17,1705,1705,9.6,9.6
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,526,526,1.0,1.0
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),8,1326,1326,7.7,7.7
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,2771,2771,18.1,18.1
Personal,Visitors,Trip End,9,Pleasant Grove Public Library,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),4,1496,1496,5.5,5.5
